Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Application method (product.metafields.shopify.application-method),Bug type (product.metafields.shopify.bug-type),Chocolate type (product.metafields.shopify.chocolate-type),Color (product.metafields.shopify.color-pattern),Country (product.metafields.shopify.country),Detailed ingredients (product.metafields.shopify.detailed-ingredients),Dietary preferences (product.metafields.shopify.dietary-preferences),Dietary use (product.metafields.shopify.dietary-use),Dispenser type (product.metafields.shopify.dispenser-type),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Food product form (product.metafields.shopify.food-product-form),Ingredient category (product.metafields.shopify.ingredient-category),Ingredients (product.metafields.shopify.ingredients),Lubricant application (product.metafields.shopify.lubricant-application),Material (product.metafields.shopify.material),Pasta type (product.metafields.shopify.pasta-type),Pet supply product form (product.metafields.shopify.pet-supply-product-form),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Suitable space (product.metafields.shopify.suitable-space),Target gender (product.metafields.shopify.target-gender),Tea input type (product.metafields.shopify.tea-input-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,image_url_go_upc,image_url_barcode_lookup
8.90E+12,Radico_Radico Org. Hair Colour Powder - Mahogany_100g,<p>Radico_Radico Org. Hair Colour Powder - Mahogany_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RAD014,3269,shopify,continue,manual,18.99,22.79,TRUE,TRUE,'8902670020147,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.87,active,,
8.90E+12,Radico_Radico Org. Hair Colour Powder - Burgundy_100g,<p>Radico_Radico Org. Hair Colour Powder - Burgundy_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RAD013,3269,shopify,continue,manual,18.99,22.79,TRUE,TRUE,'8902670020130,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.87,active,,
8.90E+12,Radico_Radico Org. Hair Colour Powder - Copper Brown_100g,<p>Radico_Radico Org. Hair Colour Powder - Copper Brown_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RAD012,3269,shopify,continue,manual,18.99,22.79,TRUE,TRUE,'8902670020123,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.87,active,,
8.90E+12,Radico_Radico Org. Hair Colour Powder - Light Brown_100g,<p>Radico_Radico Org. Hair Colour Powder - Light Brown_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RAD011,3269,shopify,continue,manual,18.99,22.79,TRUE,TRUE,'8902670020116,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.87,active,,
8.90E+12,Radico_Radico Org. Hair Colour Powder - Dark Brown_100g,<p>Radico_Radico Org. Hair Colour Powder - Dark Brown_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RAD010,3269,shopify,continue,manual,18.99,22.79,TRUE,TRUE,'8902670020109,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.87,active,,
8.90E+12,Radico_Radico Org. Hair Colour Powder - Soft Black_100g,<p>Radico_Radico Org. Hair Colour Powder - Soft Black_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RAD009,3269,shopify,continue,manual,18.99,22.79,TRUE,TRUE,'8902670020093,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.87,active,,
8.89E+12,Mekhala_Mekhala - Organic Vindaloo Paste - (100g)_100g,<p>Mekhala_Mekhala - Organic Vindaloo Paste - (100g)_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-878,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009962878,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
8.89E+12,Mekhala_Mekhala - Organic Butter Masala Paste - (100g)_100g,<p>Mekhala_Mekhala - Organic Butter Masala Paste - (100g)_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-861,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009962861,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
8.89E+12,Mekhala_Mekhala - Organic Tikka Masala Paste - (100g)_100g,<p>Mekhala_Mekhala - Organic Tikka Masala Paste - (100g)_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-854,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009962854,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
8.89E+12,Mekhala_Mekhala Organic Korean Chilli Paste_100g,<p>Mekhala_Mekhala Organic Korean Chilli Paste_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-237,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009962373,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
8.89E+12,Mekhala_Mekhala Organic Miso Ginger Paste_100g,<p>Mekhala_Mekhala Organic Miso Ginger Paste_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-236,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009962366,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
8.89E+12,Mekhala_Mekhala Organic Roasted Chili Sambal Paste_100g,<p>Mekhala_Mekhala Organic Roasted Chili Sambal Paste_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-178,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009961789,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
8.89E+12,Mekhala_Mekhala Organic Thai Red Curry Paste_100g,<p>Mekhala_Mekhala Organic Thai Red Curry Paste_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-100,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009961000,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
8.89E+12,Mekhala_Mekhala Organic Thai Green Curry Paste_100g,<p>Mekhala_Mekhala Organic Thai Green Curry Paste_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-099,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009960997,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
8.89E+12,Mekhala_Mekhala Organic Szechuan Mala Chilli Paste_100g,<p>Mekhala_Mekhala Organic Szechuan Mala Chilli Paste_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-091,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009960911,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
7.62E+12,Biotta_Biotta - Celery Root - (500mL)_500mL,<p>Biotta_Biotta - Celery Root - (500mL)_500mL</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BIO-996,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'7618500949960,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
7.62E+12,Biotta_Biotta - Apple Beetroot Ginger - (500mL)_500mL,<p>Biotta_Biotta - Apple Beetroot Ginger - (500mL)_500mL</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BIO-995,3269,shopify,continue,manual,8.51,10.21,TRUE,TRUE,'7618500949953,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.32,active,,
7.62E+12,Biotta_Biotta - Breuss Original - (500mL)_500mL,<p>Biotta_Biotta - Breuss Original - (500mL)_500mL</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BIO-678,3269,shopify,continue,manual,8.51,10.21,TRUE,TRUE,'7618500946785,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.32,active,,
7.62E+12,Biotta_Biotta - Elderberry - (500mL)_500mL,<p>Biotta_Biotta - Elderberry - (500mL)_500mL</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BIO-651,3269,shopify,continue,manual,13.84,16.61,TRUE,TRUE,'7618500946518,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,8.65,active,,
7.62E+12,Biotta_Biotta - Prune - (500mL)_500mL,<p>Biotta_Biotta - Prune - (500mL)_500mL</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BIO-051,3269,shopify,continue,manual,11.18,13.42,TRUE,TRUE,'7618500940516,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,6.99,active,,
7.62E+12,Biotta_Biotta - Beetroot - (500mL)_500mL,<p>Biotta_Biotta - Beetroot - (500mL)_500mL</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BIO-024,3269,shopify,continue,manual,8.51,10.21,TRUE,TRUE,'7618500940240,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.32,active,,
7.62E+12,Biotta_Biotta - Carrot - (500mL)_500mL,<p>Biotta_Biotta - Carrot - (500mL)_500mL</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BIO-008,3269,shopify,continue,manual,8.51,10.21,TRUE,TRUE,'7618500940080,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.32,active,,
7.62E+12,Biotta_Biotta - Vegetable Cocktail - (500mL)_500mL,<p>Biotta_Biotta - Vegetable Cocktail - (500mL)_500mL</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BIO-105,3269,shopify,continue,manual,7.98,9.58,TRUE,TRUE,'7618500841059,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.99,active,,
5.06E+12,ITZ NOT_Itz Not Pasta - Spaghetti - (200g)_200g,<p>ITZ NOT_Itz Not Pasta - Spaghetti - (200g)_200g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ITP-015,3269,shopify,continue,manual,5.31,6.37,TRUE,TRUE,'5061000980155,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.32,active,,
5.06E+12,ITZ NOT_Itz Not Pasta - Fettuccine - (200g)_200g,<p>ITZ NOT_Itz Not Pasta - Fettuccine - (200g)_200g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ITP-011,3269,shopify,continue,manual,5.31,6.37,TRUE,TRUE,'5061000980117,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.32,active,,
4.75E+12,Milzu_Milzu - Org. Crunchies With Cinnamon_250g,<p>Milzu_Milzu - Org. Crunchies With Cinnamon_250g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MIL-187,3269,shopify,continue,manual,7.44,8.93,TRUE,TRUE,'4751022363142,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.65,active,,
4.75E+12,Milzu_Milzu - Org. Cereal Rings With Honey_200g,<p>Milzu_Milzu - Org. Cereal Rings With Honey_200g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MIL-046,3269,shopify,continue,manual,6.38,7.66,TRUE,TRUE,'4751022363104,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.99,active,,
4.75E+12,Rudolfs_Organic Raspberry Jam_400g,<p>Rudolfs_Organic Raspberry Jam_400g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-234,3269,shopify,continue,manual,10.64,12.77,TRUE,TRUE,'4751017942345,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,6.65,active,,
4.75E+12,Rudolfs_Organic Strawberry Jam_400g,<p>Rudolfs_Organic Strawberry Jam_400g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-231,3269,shopify,continue,manual,10.64,12.77,TRUE,TRUE,'4751017942314,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,6.65,active,,
4.75E+12,Rudolfs_Organic Blueberry Jam_400g,<p>Rudolfs_Organic Blueberry Jam_400g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-230,3269,shopify,continue,manual,10.64,12.77,TRUE,TRUE,'4751017942307,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,6.65,active,,
4.75E+12,Rudolfs_Organic 3 Grain Porridge with fruits_110g,<p>Rudolfs_Organic 3 Grain Porridge with fruits_110g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-216,3269,shopify,continue,manual,3.71,4.45,TRUE,TRUE,'4751017942161,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.32,active,,
4.75E+12,Rudolfs_Organic Mango Passion Oat Porridge - (110g)_110g,<p>Rudolfs_Organic Mango Passion Oat Porridge - (110g)_110g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-812,3269,shopify,continue,manual,3.71,4.45,TRUE,TRUE,'4751017941812,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.32,active,,
4.75E+12,Rudolfs_Organic Pear Blueberry Oat Porridge - (110g)_110g,<p>Rudolfs_Organic Pear Blueberry Oat Porridge - (110g)_110g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-805,3269,shopify,continue,manual,3.71,4.45,TRUE,TRUE,'4751017941805,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.32,active,,
4.75E+12,Rudolfs_Organic Peach Banana Oat Porridge - (110g)_110g,<p>Rudolfs_Organic Peach Banana Oat Porridge - (110g)_110g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-799,3269,shopify,continue,manual,3.71,4.45,TRUE,TRUE,'4751017941799,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.32,active,,
4.75E+12,"Rudolfs_Vegetable Spread (Tomato, Basil) - (235g)_235g","<p>Rudolfs_Vegetable Spread (Tomato, Basil) - (235g)_235g</p>",Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-115,3269,shopify,continue,manual,8.51,10.21,TRUE,TRUE,'4751017941157,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.32,active,,
4.75E+12,"Rudolfs_Vegetable Spread (Beetroot, Horseradish) - (235g)_235g","<p>Rudolfs_Vegetable Spread (Beetroot, Horseradish) - (235g)_235g</p>",Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-114,3269,shopify,continue,manual,8.51,10.21,TRUE,TRUE,'4751017941140,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.32,active,,
4.75E+12,Rudolfs_Organic Apple Banana Blueberry Puree_110g,<p>Rudolfs_Organic Apple Banana Blueberry Puree_110g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-095,3269,shopify,continue,manual,3.71,4.45,TRUE,TRUE,'4751017940952,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.32,active,,
4.75E+12,Rudolfs_Organic Apple Banana Prune Puree with Biscuits - (110g)_110g,<p>Rudolfs_Organic Apple Banana Prune Puree with Biscuits - (110g)_110g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-093,3269,shopify,continue,manual,3.71,4.45,TRUE,TRUE,'4751017940938,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.32,active,,
4.75E+12,Rudolfs_Organic Pear Banana Gooseberry Puree - (110g)_110g,<p>Rudolfs_Organic Pear Banana Gooseberry Puree - (110g)_110g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-092,3269,shopify,continue,manual,3.71,4.45,TRUE,TRUE,'4751017940921,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.32,active,,
4.75E+12,Rudolfs_Organic Pear and Prune Puree_110g,<p>Rudolfs_Organic Pear and Prune Puree_110g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-091,3269,shopify,continue,manual,3.71,4.45,TRUE,TRUE,'4751017940914,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.32,active,,
4.75E+12,Rudolfs_Organic Mango Banana Quince Puree - (110g)_110g,<p>Rudolfs_Organic Mango Banana Quince Puree - (110g)_110g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-090,3269,shopify,continue,manual,3.71,4.45,TRUE,TRUE,'4751017940907,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.32,active,,
4.75E+12,Rudolfs_Smoothie “MIND POWER”(white) - (260ml)_260ml,<p>Rudolfs_Smoothie “MIND POWER”(white) - (260ml)_260ml</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-089,3269,shopify,continue,manual,6.91,8.29,TRUE,TRUE,'4751017940891,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.32,active,,
4.75E+12,Rudolfs_Smoothie “JOYFUL”(pink) - (260ml)_260ml,<p>Rudolfs_Smoothie “JOYFUL”(pink) - (260ml)_260ml</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-088,3269,shopify,continue,manual,6.91,8.29,TRUE,TRUE,'4751017940884,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.32,active,,
4.75E+12,Rudolfs_Smoothie “ENERGY”(green) - (260ml)_260ml,<p>Rudolfs_Smoothie “ENERGY”(green) - (260ml)_260ml</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-087,3269,shopify,continue,manual,6.91,8.29,TRUE,TRUE,'4751017940877,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.32,active,,
4.75E+12,Rudolfs_Smoothie “WAKE UP!”(yellow)_260ml,<p>Rudolfs_Smoothie “WAKE UP!”(yellow)_260ml</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-086,3269,shopify,continue,manual,6.91,8.29,TRUE,TRUE,'4751017940860,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.32,active,,
4.75E+12,Rudolfs_Smoothie “PEACEFUL” (violet)_260ml,<p>Rudolfs_Smoothie “PEACEFUL” (violet)_260ml</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RUD-085,3269,shopify,continue,manual,6.91,8.29,TRUE,TRUE,'4751017940853,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.32,active,,
4.04E+12,iChoc_iChoc Salty Pretzel - (80g)_80g,<p>iChoc_iChoc Salty Pretzel - (80g)_80g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,IC-464,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'4044889004649,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
4.04E+12,iChoc_iChoc White Nougat Crisp_80g,<p>iChoc_iChoc White Nougat Crisp_80g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,IC-275,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'4044889004632,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
4.04E+12,iChoc_iChoc Super Nut_80g,<p>iChoc_iChoc Super Nut_80g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,IC-294,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'4044889004625,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
4.04E+12,iChoc_iChoc Choco Cookie - (80g)_80g,<p>iChoc_iChoc Choco Cookie - (80g)_80g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,IC-273,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'4044889004601,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
4.04E+12,iChoc_iChoc White Barista Art - (80g)_80g,<p>iChoc_iChoc White Barista Art - (80g)_80g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,IC-458,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'4044889004588,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
4.04E+12,iChoc_iChoc White Vanilla_80g,<p>iChoc_iChoc White Vanilla_80g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,IC-272,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'4044889004571,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active,,
8.95E+11,Boku_Boku - Organic Super Protein Vanilla_600g,<p>Boku_Boku - Organic Super Protein Vanilla_600g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BOK-296,3269,shopify,continue,manual,54.48,65.38,TRUE,TRUE,'895028002965,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,34.05,active,,
8.95E+11,Boku_Boku - Organic Super Protein Chocolate_600g,<p>Boku_Boku - Organic Super Protein Chocolate_600g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BOK-279,3269,shopify,continue,manual,54.48,65.38,TRUE,TRUE,'895028002798,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,34.05,active,,
8.75E+11,Ecoideas _Ecoideas PMA Zeolite - (120 Vcaps)_120CP,<p>Ecoideas _Ecoideas PMA Zeolite - (120 Vcaps)_120CP</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ECO-872,3269,shopify,continue,manual,40.48,48.58,TRUE,TRUE,'875405008728,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,25.3,active,,
8.75E+11,Ecoideas _Ecoideas PMA Zeolite Powder - (60g)_60g,<p>Ecoideas _Ecoideas PMA Zeolite Powder - (60g)_60g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ECO-871,3269,shopify,continue,manual,30.48,36.58,TRUE,TRUE,'875405008711,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,19.05,active,,
8.75E+11,Ecoideas _Organic Camu Camu Capsules_120CP,<p>Ecoideas _Organic Camu Camu Capsules_120CP</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ECO-857,3269,shopify,continue,manual,38.64,46.37,TRUE,TRUE,'875405008575,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,24.15,active,,
8.75E+11,Ecoideas _Organic Camu Camu Capsules_60CP,<p>Ecoideas _Organic Camu Camu Capsules_60CP</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ECO-856,3269,shopify,continue,manual,20.99,25.19,TRUE,TRUE,'875405008568,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,13.12,active,,
8.75E+11,Ecoideas _Organic Moringa Capsules_120CP,<p>Ecoideas _Organic Moringa Capsules_120CP</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,ECO-851,3269,shopify,continue,manual,38.38,46.06,TRUE,TRUE,'875405008513,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,23.99,active,,
